"status","AuctionType:","Case#:","FinalJudgmentAmount:","ParcelID:","ParcelLink","PropertyAddress:","address2","PlaintiffMaxBid:","AssessedValue:"
"Canceled per Order","FORECLOSURE"," 2018-029644-CA-01","$205,308.97","30-3111-031-0710","http://www.miamidade.gov/propertysearch/#/?folio=3031110310710","7565 NW 16 AVE","MIAMI, FL- 33147","Hidden","$63,776.00"
"Canceled per County","FORECLOSURE"," 2018-032319-CA-01","$339,106.83","28-1235-071-3780","http://www.miamidade.gov/propertysearch/#/?folio=2812350713780","19555 E COUNTRY CLUB DR 8108","AVENTURA, FL- 33180","Hidden","$258,536.00"
"Canceled per Order","FORECLOSURE"," 2018-035658-CA-01","$257,600.91","30-4926-057-1350","http://www.miamidade.gov/propertysearch/#/?folio=3049260571350","13491 SW 62 ST 1","MIAMI, FL- 33183","Hidden","$98,840.00"
"Canceled per Order","FORECLOSURE"," 2018-037032-CA-01","$271,425.33","30-6019-015-1010","http://www.miamidade.gov/propertysearch/#/?folio=3060190151010","11402 SW 238 ST","MIAMI, FL- 33032","Hidden","$97,082.00"
"Other","FORECLOSURE"," 2018-037253-CA-01","$12,523.75","30-1231-059-0280","http://www.miamidade.gov/propertysearch/#/?folio=3012310590280","817 NE 214 LN 04","MIAMI, FL- 33179","Hidden","$130,011.00"
"Canceled per County","FORECLOSURE"," 2019-003354-CA-01","$216,334.03","30-2011-073-0440","http://www.miamidade.gov/propertysearch/#/?folio=3020110730440","7241 NW 174 TER 203","MIAMI, FL- 33015","Hidden","$123,846.00"
"Canceled per Order","FORECLOSURE"," 2019-009765-CA-01","$93,853.02","30-2219-000-1310","http://www.miamidade.gov/propertysearch/#/?folio=3022190001310","14401 NE 3 CT","MIAMI, FL- 33161","Hidden","$311,572.00"
"Canceled per Order","FORECLOSURE"," 2019-013302-CA-01","$123,085.11","34-1136-011-0850","http://www.miamidade.gov/propertysearch/#/?folio=3411360110850","115 NE 205 TER","MIAMI GARDENS, FL- 33179","Hidden","$141,318.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-025517-CA-01","$117,914.67","30-2206-030-0880","http://www.miamidade.gov/propertysearch/#/?folio=3022060300880","443 NE 195 ST 243","MIAMI, FL- 33179","$120,740.80","$56,104.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-026289-CA-01","$425,156.29","34-1135-023-0030","http://www.miamidade.gov/propertysearch/#/?folio=3411350230030","1441 NW 207 ST","MIAMI , FL- 33169","Hidden","$268,154.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-026534-CA-01","$281,474.15","30-4927-018-0420","http://www.miamidade.gov/propertysearch/#/?folio=3049270180420","13951 KENDALE LAKES CIR 503A","MIAMI, FL- 33183","Hidden","$87,281.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-027014-CC-23","$6,875.28","28-1234-023-0100","http://www.miamidade.gov/propertysearch/#/?folio=2812340230100","2950 NE 201 TER E110","AVENTURA, FL- 33180","Hidden","$61,196.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-027277-CA-01","$214,288.67","34-1133-007-0150","http://www.miamidade.gov/propertysearch/#/?folio=3411330070150","20710 NW 34 AVE","MIAMI GARDENS, FL- 33056","Hidden","$84,135.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-032660-CA-01","$343,018.13","30-4901-002-2510","http://www.miamidade.gov/propertysearch/#/?folio=3049010022510","11981 SW 7 ST","MIAMI, FL- 33184","Hidden","$129,228.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-032683-CA-01","$227,977.17","01-3124-002-0140","http://www.miamidade.gov/propertysearch/#/?folio=0131240020140","263 NW 40 ST","MIAMI, FL- 33127","$230,000.00","$60,412.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-032973-CA-01","$482,471.15","30-4932-020-0540","http://www.miamidade.gov/propertysearch/#/?folio=3049320200540","8342 SW 163 AVE","MIAMI, FL- 33193","Hidden","$233,690.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-034538-CA-01","$230,896.89","30-5905-007-0160","http://www.miamidade.gov/propertysearch/#/?folio=3059050070160","16424 SW 95 ST","MIAMI, FL- 33196","Hidden","$201,243.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-035419-CA-01","$230,717.58","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","3728 NW 201 TER","OPA LCOKA, FL- 33055","Hidden",
"Canceled per Order","FORECLOSURE"," 2018-026417-CA-01","$112,604.94","34-1133-007-1610","http://www.miamidade.gov/propertysearch/#/?folio=3411330071610","3271 NW 207 ST","MIAMI , FL- 33056","Hidden","$58,284.00"
"Canceled per Order","FORECLOSURE"," 2018-029644-CA-01","$205,308.97","30-3111-031-0710","http://www.miamidade.gov/propertysearch/#/?folio=3031110310710","7565 NW 16 AVE","MIAMI, FL- 33147","Hidden","$63,776.00"
"Canceled per County","FORECLOSURE"," 2018-032319-CA-01","$339,106.83","28-1235-071-3780","http://www.miamidade.gov/propertysearch/#/?folio=2812350713780","19555 E COUNTRY CLUB DR 8108","AVENTURA, FL- 33180","Hidden","$258,536.00"
"Canceled per Order","FORECLOSURE"," 2018-035658-CA-01","$257,600.91","30-4926-057-1350","http://www.miamidade.gov/propertysearch/#/?folio=3049260571350","13491 SW 62 ST 1","MIAMI, FL- 33183","Hidden","$98,840.00"
"Canceled per Order","FORECLOSURE"," 2018-037032-CA-01","$271,425.33","30-6019-015-1010","http://www.miamidade.gov/propertysearch/#/?folio=3060190151010","11402 SW 238 ST","MIAMI, FL- 33032","Hidden","$97,082.00"
"Other","FORECLOSURE"," 2018-037253-CA-01","$12,523.75","30-1231-059-0280","http://www.miamidade.gov/propertysearch/#/?folio=3012310590280","817 NE 214 LN 04","MIAMI, FL- 33179","Hidden","$130,011.00"
"Canceled per County","FORECLOSURE"," 2019-003354-CA-01","$216,334.03","30-2011-073-0440","http://www.miamidade.gov/propertysearch/#/?folio=3020110730440","7241 NW 174 TER 203","MIAMI, FL- 33015","Hidden","$123,846.00"
"Canceled per Order","FORECLOSURE"," 2019-009765-CA-01","$93,853.02","30-2219-000-1310","http://www.miamidade.gov/propertysearch/#/?folio=3022190001310","14401 NE 3 CT","MIAMI, FL- 33161","Hidden","$311,572.00"
"Canceled per Order","FORECLOSURE"," 2019-013302-CA-01","$123,085.11","34-1136-011-0850","http://www.miamidade.gov/propertysearch/#/?folio=3411360110850","115 NE 205 TER","MIAMI GARDENS, FL- 33179","Hidden","$141,318.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-037166-CA-01","$265,149.21","30-2011-080-4220","http://www.miamidade.gov/propertysearch/#/?folio=3020110804220","7230 NW 179 ST 307","MIAMI, FL- 33015","Hidden","$90,311.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-039442-CA-01","$156,886.73","23-3209-036-0220","http://www.miamidade.gov/propertysearch/#/?folio=2332090360220","7928 WEST DR 803","NORTH BAY VILLAGE, FL- 33141","$112,000.00","$131,964.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-039701-CA-01","$620,231.46","36-6003-007-0010","http://www.miamidade.gov/propertysearch/#/?folio=3660030070010","18460 SW 83 CT","MIAMI, FL- 33157","$440,000.00","$342,663.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2018-041794-CA-01","$326,277.52","30-4928-004-0170","http://www.miamidade.gov/propertysearch/#/?folio=3049280040170","6631 SW 148 CT","MIAMI, FL- 33193","Hidden","$121,038.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2019-000920-CA-01","$267,122.12","30-2127-012-1510","http://www.miamidade.gov/propertysearch/#/?folio=3021270121510","2251 E GOLF DR","MIAMI, FL- 33167","Hidden","$46,539.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2019-001504-CA-01","$337,133.47","30-5028-008-1390","http://www.miamidade.gov/propertysearch/#/?folio=3050280081390","9860 COLONIAL DR","MIAMI, FL- 33157","Hidden","$97,224.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2019-003098-CC-23","$11,478.71","02-4203-219-0160","http://www.miamidade.gov/propertysearch/#/?folio=0242032190160","747 MICHIGAN AVE 106","MIAMI BEACH, FL- 33139","Hidden","$202,020.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2019-003373-CA-01","$87,329.40","28-1235-015-2390","http://www.miamidade.gov/propertysearch/#/?folio=2812350152390","3625 N COUNTRY CLUB DR 2601","AVENTURA, FL- 33180","$87,912.52","$146,145.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2019-004422-CA-01","$56,673.54","30-3112-106-1250","http://www.miamidade.gov/propertysearch/#/?folio=3031121061250","8467 NW 4 CT 8467","MIAMI, FL- 33150","$57,647.20","$69,624.00"
"10/01/2019 09:00 AM ET","FORECLOSURE"," 2019-006464-CA-01","$83,004.59","04-2035-054-0660","http://www.miamidade.gov/propertysearch/#/?folio=0420350540660","1855 W 62 ST E236","HIALEAH, FL- 33012","Hidden","$67,511.00"
"Canceled per Order","FORECLOSURE"," 2018-026417-CA-01","$112,604.94","34-1133-007-1610","http://www.miamidade.gov/propertysearch/#/?folio=3411330071610","3271 NW 207 ST","MIAMI , FL- 33056","Hidden","$58,284.00"
"Canceled per Order","FORECLOSURE"," 2018-029644-CA-01","$205,308.97","30-3111-031-0710","http://www.miamidade.gov/propertysearch/#/?folio=3031110310710","7565 NW 16 AVE","MIAMI, FL- 33147","Hidden","$63,776.00"
"Canceled per County","FORECLOSURE"," 2018-032319-CA-01","$339,106.83","28-1235-071-3780","http://www.miamidade.gov/propertysearch/#/?folio=2812350713780","19555 E COUNTRY CLUB DR 8108","AVENTURA, FL- 33180","Hidden","$258,536.00"
"Canceled per Order","FORECLOSURE"," 2018-035658-CA-01","$257,600.91","30-4926-057-1350","http://www.miamidade.gov/propertysearch/#/?folio=3049260571350","13491 SW 62 ST 1","MIAMI, FL- 33183","Hidden","$98,840.00"
"Canceled per Order","FORECLOSURE"," 2018-037032-CA-01","$271,425.33","30-6019-015-1010","http://www.miamidade.gov/propertysearch/#/?folio=3060190151010","11402 SW 238 ST","MIAMI, FL- 33032","Hidden","$97,082.00"
"Other","FORECLOSURE"," 2018-037253-CA-01","$12,523.75","30-1231-059-0280","http://www.miamidade.gov/propertysearch/#/?folio=3012310590280","817 NE 214 LN 04","MIAMI, FL- 33179","Hidden","$130,011.00"
"Canceled per County","FORECLOSURE"," 2019-003354-CA-01","$216,334.03","30-2011-073-0440","http://www.miamidade.gov/propertysearch/#/?folio=3020110730440","7241 NW 174 TER 203","MIAMI, FL- 33015","Hidden","$123,846.00"
"Canceled per Order","FORECLOSURE"," 2019-009765-CA-01","$93,853.02","30-2219-000-1310","http://www.miamidade.gov/propertysearch/#/?folio=3022190001310","14401 NE 3 CT","MIAMI, FL- 33161","Hidden","$311,572.00"
"Canceled per Order","FORECLOSURE"," 2019-013302-CA-01","$123,085.11","34-1136-011-0850","http://www.miamidade.gov/propertysearch/#/?folio=3411360110850","115 NE 205 TER","MIAMI GARDENS, FL- 33179","Hidden","$141,318.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2015-010253-CA-01","$87,196.62","31-2211-062-1290","http://www.miamidade.gov/propertysearch/#/?folio=3122110621290","17555 COLLINS AVE 2504","SUNNY ISLES BEACH, FL- 33160","Hidden","$689,381.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2017-020121-CA-01","$1,158,267.38","30-6812-000-0167","http://www.miamidade.gov/propertysearch/#/?folio=3068120000167","18280 SW 202 ST","MIAMI, FL- 33187","Hidden","$349,673.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-005319-CA-01","$296,374.66","30-4004-078-0520","http://www.miamidade.gov/propertysearch/#/?folio=3040040780520","8747 SW 3 LN","MIAMI, FL- 33174","Hidden","$211,568.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-013347-CA-01","$1,676,614.76","02-3202-008-2310","http://www.miamidade.gov/propertysearch/#/?folio=0232020082310","7965 CRESPI BLVD","MIAMI BEACH, FL- 33141","$794,640.00","$511,539.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-016172-CA-01","$102,577.20","34-1132-006-0200","http://www.miamidade.gov/propertysearch/#/?folio=3411320060200","3822 NW 207 TER","OPALOCKA, FL- 33055","Hidden","$109,144.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-017617-CA-01","$324,928.55","01-4106-007-0060","http://www.miamidade.gov/propertysearch/#/?folio=0141060070060","5550 SW 4 ST","CORAL GABLES, FL- 33134","Hidden","$142,442.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-022842-CA-01","$141,185.42","16-7824-025-0080","http://www.miamidade.gov/propertysearch/#/?folio=1678240250080","680 W DAVIS PKWY","FLORIDA CITY, FL- 33034","Hidden","$76,285.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-029817-CA-01","$18,481.14","30-4131-047-0010","http://www.miamidade.gov/propertysearch/#/?folio=3041310470010","4901 SW 74 TER","MIAMI, FL- 33143","Hidden","$1,559,696.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-029961-CA-01","$222,586.79","30-4909-011-0120","http://www.miamidade.gov/propertysearch/#/?folio=3049090110120","15301 SW 11 ST","MIAMI, FL- 33194","$222,586.79","$326,749.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-033274-CA-01","$320,593.80","01-3132-045-0130","http://www.miamidade.gov/propertysearch/#/?folio=0131320450130","890 NW 45 AVE 14","MIAMI, FL- 33126","$109,350.00","$71,052.00"
"Canceled per County","FORECLOSURE"," 2017-007213-CA-01","$386,030.44","28-1235-061-0340","http://www.miamidade.gov/propertysearch/#/?folio=2812350610340","3435 NE 210 ST","AVENTURA, FL- 33180","Hidden","$330,000.00"
"Canceled per Order","FORECLOSURE"," 2018-002158-CA-01","$138,043.56","06-2126-021-0150","http://www.miamidade.gov/propertysearch/#/?folio=0621260210150","1555 NW 124 ST"," MIAMI, FL- 33167","Hidden","$77,899.00"
"Canceled per Order","FORECLOSURE"," 2018-005014-CA-01","$328,591.57","30-5005-024-0080","http://www.miamidade.gov/propertysearch/#/?folio=3050050240080","10150 SW 88 ST 108","MIAMI, FL- 33176","Hidden","$265,550.00"
"Canceled per County","FORECLOSURE"," 2018-010234-CA-01","$126,686.82","30-4902-037-1780","http://www.miamidade.gov/propertysearch/#/?folio=3049020371780","890 SW 129 PL 209","MIAMI, FL- 33184","Hidden","$102,000.00"
"Canceled per County","FORECLOSURE"," 2018-012294-CA-01","$75,388.50","34-2108-010-2550","http://www.miamidade.gov/propertysearch/#/?folio=3421080102550","17220 NW 43 AVE","MIAMI GARDENS, FL- 33055","Hidden","$87,433.00"
"Canceled per Order","FORECLOSURE"," 2018-035538-CA-01","$78,298.70","04-3001-025-0700","http://www.miamidade.gov/propertysearch/#/?folio=0430010250700","4295 W 11 LN 70","HIALEAH, FL- 33012","Hidden","$64,770.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-040654-CA-01","$1,208,881.30","02-3223-017-1220","http://www.miamidade.gov/propertysearch/#/?folio=0232230171220","4779 COLLINS AVE 604","MIAMI BEACH, FL- 33122","Hidden","$797,900.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-042204-CA-01","$11,854.92","30-2114-010-1420","http://www.miamidade.gov/propertysearch/#/?folio=3021140101420","15600 NW 7 AVE 811","MIAMI, FL- 33169","$11,854.92","$59,159.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2018-043005-CA-01","$116,026.90","30-4005-034-0320","http://www.miamidade.gov/propertysearch/#/?folio=3040050340320","250 W PARK DR 203-5","MIAMI, FL- 33172","Hidden","$114,248.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-001235-CA-01","$79,286.78","30-5032-025-0030","http://www.miamidade.gov/propertysearch/#/?folio=3050320250030","17520 SW 104 CT","MIAMI, FL- 33157","Hidden","$63,955.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-001757-CA-01","$132,043.89","30-5902-016-0250","http://www.miamidade.gov/propertysearch/#/?folio=3059020160250","13621 SW 102 TER","MIAMI, FL- 33186","Hidden","$201,300.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-003711-CA-01","$14,021.01","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","20570 NW 9 PL","MIAMI GARDENS , FL- 33169","Hidden",
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-003749-CA-01","$336,092.44","30-1231-018-1700","http://www.miamidade.gov/propertysearch/#/?folio=3012310181700","1080 NE 202 TER","MIAMI, FL- 33179","$254,800.00","$141,240.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-005542-CA-01","$29,073.53","10-7921-010-0150","http://www.miamidade.gov/propertysearch/#/?folio=1079210100150","MIAMI","HOMESTEAD, FL- 33035","Hidden","$6,500.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-005832-CA-01","$312,151.15","08-2121-001-2300","http://www.miamidade.gov/propertysearch/#/?folio=0821210012300","775 HAREM AVE","OPA-LOCKA, FL- 33054","Hidden","$94,553.00"
"10/02/2019 09:00 AM ET","FORECLOSURE"," 2019-007786-CA-01","$436,511.22","33-5033-040-0010","http://www.miamidade.gov/propertysearch/#/?folio=3350330400010","9120 SW 173 ST","PALMETTO BAY, FL- 33157","Hidden","$288,596.00"
"Canceled per County","FORECLOSURE"," 2017-007213-CA-01","$386,030.44","28-1235-061-0340","http://www.miamidade.gov/propertysearch/#/?folio=2812350610340","3435 NE 210 ST","AVENTURA, FL- 33180","Hidden","$330,000.00"
"Canceled per Order","FORECLOSURE"," 2018-002158-CA-01","$138,043.56","06-2126-021-0150","http://www.miamidade.gov/propertysearch/#/?folio=0621260210150","1555 NW 124 ST"," MIAMI, FL- 33167","Hidden","$77,899.00"
"Canceled per Order","FORECLOSURE"," 2018-005014-CA-01","$328,591.57","30-5005-024-0080","http://www.miamidade.gov/propertysearch/#/?folio=3050050240080","10150 SW 88 ST 108","MIAMI, FL- 33176","Hidden","$265,550.00"
"Canceled per County","FORECLOSURE"," 2018-010234-CA-01","$126,686.82","30-4902-037-1780","http://www.miamidade.gov/propertysearch/#/?folio=3049020371780","890 SW 129 PL 209","MIAMI, FL- 33184","Hidden","$102,000.00"
"Canceled per County","FORECLOSURE"," 2018-012294-CA-01","$75,388.50","34-2108-010-2550","http://www.miamidade.gov/propertysearch/#/?folio=3421080102550","17220 NW 43 AVE","MIAMI GARDENS, FL- 33055","Hidden","$87,433.00"
"Canceled per Order","FORECLOSURE"," 2018-035538-CA-01","$78,298.70","04-3001-025-0700","http://www.miamidade.gov/propertysearch/#/?folio=0430010250700","4295 W 11 LN 70","HIALEAH, FL- 33012","Hidden","$64,770.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2011-038836-CA-01","$242,101.89","30-5031-029-0230","http://www.miamidade.gov/propertysearch/#/?folio=3050310290230","18133 SW 109 PATH","MIAMI, FL- 33157","Hidden","$147,950.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2013-012851-CA-01","$307,388.65","04-3106-025-0390","http://www.miamidade.gov/propertysearch/#/?folio=0431060250390","343 W 44 ST","HIALEAH, FL- 33012","Hidden","$245,067.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2013-022119-CA-01","$1,094,496.06","32-2015-004-0400","http://www.miamidade.gov/propertysearch/#/?folio=3220150040400","8350 NW 167 TER","MIAMI LAKES, FL- 33016","Hidden","$279,456.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2013-035668-CA-01","$511,861.82","30-4017-003-0020","http://www.miamidade.gov/propertysearch/#/?folio=3040170030020","10020 SW 34 ST","MIAMI, FL- 33165","Hidden","$313,329.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2014-014707-CA-01","$1,736,037.67","03-4107-014-0620","http://www.miamidade.gov/propertysearch/#/?folio=0341070140620","1020 S GREENWAY DR","CORAL GABLES, FL- 33134","Hidden","$1,124,154.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2015-009489-CA-01","$246,456.90","30-3104-006-3580","http://www.miamidade.gov/propertysearch/#/?folio=3031040063580","8915 NW 34 AVENUE RD","MIAMI, FL- 33147","Hidden","$58,504.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2015-014905-CA-01","$1,942,551.89","09-4036-067-0060","http://www.miamidade.gov/propertysearch/#/?folio=0940360670060","6051 SW 88 ST","SOUTH MIAMI, FL- 33156","Hidden","$1,053,853.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2015-029861-CA-01","$219,575.70","10-7920-013-4370","http://www.miamidade.gov/propertysearch/#/?folio=1079200134370","1987 SE 14 CT","HOMESTEAD, FL- 33035","Hidden","$163,688.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-002719-CA-01","$417,956.10","30-6912-098-0700","http://www.miamidade.gov/propertysearch/#/?folio=3069120980700","12350 SW 212 ST","MIAMI, FL- 33177","Hidden","$215,233.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-007961-CA-01","$792,656.17","02-4204-014-2230","http://www.miamidade.gov/propertysearch/#/?folio=0242040142230","650 WEST AVE 3108","MIAMI BEACH, FL- 33139","$599,900.00","$708,464.00"
"Canceled per County","FORECLOSURE"," 2015-022670-CA-01","$1,062,834.88","03-4107-017-0830","http://www.miamidade.gov/propertysearch/#/?folio=0341070170830","2010 COUNTRY CLUB PRADO","CORAL GABLES, FL- 33134","Hidden","$560,406.00"
"Canceled per Order","FORECLOSURE"," 2017-009345-CA-01","$274,148.56","30-5020-006-0530","http://www.miamidade.gov/propertysearch/#/?folio=3050200060530","10365 SW 149 TER","MIAMI, FL- 33176","Hidden","$149,296.00"
"Canceled per County","FORECLOSURE"," 2017-018130-CA-01","$611,580.66","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per Order","FORECLOSURE"," 2018-002015-CA-01","$256,977.92","30-4015-008-0080","http://www.miamidade.gov/propertysearch/#/?folio=3040150080080","8300 SW 32 ST","MIAMI, FL- 33155","Hidden","$241,848.00"
"Canceled per County","FORECLOSURE"," 2018-016055-CA-01","$133,464.13","30-2135-023-0052","http://www.miamidade.gov/propertysearch/#/?folio=3021350230052","1361 NW 111 ST","MIAMI, FL- 33167","Hidden","$117,019.00"
"Canceled per Order","FORECLOSURE"," 2019-003543-CA-01","$248,265.90","01-4105-021-0165","http://www.miamidade.gov/propertysearch/#/?folio=0141050210165","4255 SW 7 ST","MIAMI, FL- 33134","Hidden","$125,083.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-008684-CA-01","$281,081.84","30-2207-022-0310","http://www.miamidade.gov/propertysearch/#/?folio=3022070220310","801 NE 178 ST","MIAMI, FL- 33162","Hidden","$82,857.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-012895-CA-01","$223,464.28","30-2205-038-2290","http://www.miamidade.gov/propertysearch/#/?folio=3022050382290","1780 NE 191 ST 609-2","MIAMI, FL- 33179","$223,464.28","$64,575.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-021723-CA-01","$372,607.27","30-7801-005-0150","http://www.miamidade.gov/propertysearch/#/?folio=3078010050150","18574 SW 293 TER","HOMESTEAD, FL- 33030","Hidden","$281,540.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-022211-CA-01","$385,735.49","30-5902-007-0330","http://www.miamidade.gov/propertysearch/#/?folio=3059020070330","9924 SW 133 CT","MIAMI, FL- 33186","Hidden","$181,671.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-024211-CA-01","$174,728.14","30-5926-010-0210","http://www.miamidade.gov/propertysearch/#/?folio=3059260100210","13402 SW 153 ST 1901","MIAMI, FL- 33177","Hidden","$180,818.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2016-026202-CA-01","$623,859.30","24-4232-024-0490","http://www.miamidade.gov/propertysearch/#/?folio=2442320240490","161 CRANDON BLVD 213","KEY BISCAYNE, FL- 33149","Hidden","$772,731.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2017-005161-CA-01","$240,131.66","30-5905-014-0960","http://www.miamidade.gov/propertysearch/#/?folio=3059050140960","16472 SW 98 TER","MIAMI, FL- 33196","Hidden","$216,173.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2017-005248-CA-01","$245,530.55","30-5031-022-0060","http://www.miamidade.gov/propertysearch/#/?folio=3050310220060","17507 SW 115 AVE","MIAMI, FL- 33157","Hidden","$155,890.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2017-006524-CA-01","$105,654.33","30-3116-005-0420","http://www.miamidade.gov/propertysearch/#/?folio=3031160050420","2930 NW 69 ST","MIAMI, FL- 33147","Hidden","$89,923.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2017-011639-CA-01","$598,967.72","30-5922-004-1010","http://www.miamidade.gov/propertysearch/#/?folio=3059220041010","15010 SW 141 CT","MIAMI, FL- 33186","Hidden","$174,033.00"
"Canceled per County","FORECLOSURE"," 2015-022670-CA-01","$1,062,834.88","03-4107-017-0830","http://www.miamidade.gov/propertysearch/#/?folio=0341070170830","2010 COUNTRY CLUB PRADO","CORAL GABLES, FL- 33134","Hidden","$560,406.00"
"Canceled per Order","FORECLOSURE"," 2017-009345-CA-01","$274,148.56","30-5020-006-0530","http://www.miamidade.gov/propertysearch/#/?folio=3050200060530","10365 SW 149 TER","MIAMI, FL- 33176","Hidden","$149,296.00"
"Canceled per County","FORECLOSURE"," 2017-018130-CA-01","$611,580.66","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per Order","FORECLOSURE"," 2018-002015-CA-01","$256,977.92","30-4015-008-0080","http://www.miamidade.gov/propertysearch/#/?folio=3040150080080","8300 SW 32 ST","MIAMI, FL- 33155","Hidden","$241,848.00"
"Canceled per County","FORECLOSURE"," 2018-016055-CA-01","$133,464.13","30-2135-023-0052","http://www.miamidade.gov/propertysearch/#/?folio=3021350230052","1361 NW 111 ST","MIAMI, FL- 33167","Hidden","$117,019.00"
"Canceled per Order","FORECLOSURE"," 2019-003543-CA-01","$248,265.90","01-4105-021-0165","http://www.miamidade.gov/propertysearch/#/?folio=0141050210165","4255 SW 7 ST","MIAMI, FL- 33134","Hidden","$125,083.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-019308-CA-01","$161,268.46","04-3002-036-1780","http://www.miamidade.gov/propertysearch/#/?folio=0430020361780","1975 W 44 PL 510","HIALEAH, FL- 33012","Hidden","$88,999.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-022588-CA-01","$255,417.81","30-3102-012-0500","http://www.miamidade.gov/propertysearch/#/?folio=3031020120500","10115 NW 10 AVE","MIAMI, FL- 33150","Hidden","$122,839.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-034809-CA-01","$46,863.22","30-6007-008-1080","http://www.miamidade.gov/propertysearch/#/?folio=3060070081080","20740 SW 114 CT","MIAMI, FL- 33189","Hidden","$79,777.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-034935-CA-01","$153,313.73","02-3202-091-0020","http://www.miamidade.gov/propertysearch/#/?folio=0232020910020","8531 HARDING AVE 2","MIAMI BEACH, FL- 33141","Hidden","$53,604.00"
