"status","AuctionType:","Case#:","FinalJudgmentAmount:","ParcelID:","ParcelLink","PropertyAddress:","address2","PlaintiffMaxBid:","AssessedValue:"
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-018767-CA-01","$333,715.61","01-3127-010-1041","http://www.miamidade.gov/propertysearch/#/?folio=0131270101041","2035 NW 34 ST","MIAMI, FL- 33142","Hidden","$173,414.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-020807-CA-01","$413,042.30","04-3118-009-1240","http://www.miamidade.gov/propertysearch/#/?folio=0431180091240","323 W 16 ST","HIALEAH, FL- 33010","Hidden","$130,163.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-022742-CA-01","$30,140.95","28-1235-044-0680","http://www.miamidade.gov/propertysearch/#/?folio=2812350440680","3440 NE 192 ST 3P-A","AVENTURA, FL- 33180","Hidden","$213,704.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-026346-CA-01","$158,343.32","25-3031-044-3540","http://www.miamidade.gov/propertysearch/#/?folio=2530310443540","1750 NW 107 AVE R-311","MIAMI, FL- 33172","Hidden","$107,184.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-027235-CA-01","$513,265.53","04-2132-003-0160","http://www.miamidade.gov/propertysearch/#/?folio=0421320030160","5160 E 8 AVE","HIALEAH, FL- 33013","Hidden","$134,299.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-027264-CA-01","$198,986.05","30-4004-096-5340","http://www.miamidade.gov/propertysearch/#/?folio=3040040965340","9369 FONTAINEBLEAU BLVD J-217","MIAMI, FL- 33172","Hidden","$124,000.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-028057-CA-01","$213,873.45","25-4006-047-0290","http://www.miamidade.gov/propertysearch/#/?folio=2540060470290","11429 NW 4 TER 11429","SWEETWATER, FL- 33172","Hidden","$124,201.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-028529-CA-01","$737,690.70","30-4920-017-0330","http://www.miamidade.gov/propertysearch/#/?folio=3049200170330","4421 SW 161 PATH","MIAMI, FL- 33185","Hidden","$378,756.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-028622-CA-01","$408,857.78","30-4028-026-0040","http://www.miamidade.gov/propertysearch/#/?folio=3040280260040","6545 SW 95 AVE","MIAMI, FL- 33173","Hidden","$264,251.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-028862-CA-01","$318,615.24","09-4025-065-0040","http://www.miamidade.gov/propertysearch/#/?folio=0940250650040","6174 SW 64 TER","SOUTH MIAMI, FL- 33143","Hidden","$332,278.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-028941-CA-01","$339,050.38","30-4909-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=3049090050170","2470 SW 156 CT","MIAMI, FL- 33185","Hidden","$244,643.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-030184-CA-01","$366,880.59","30-4928-022-1090","http://www.miamidade.gov/propertysearch/#/?folio=3049280221090","6083 SW 154 CT","MIAMI, FL- 33193","Hidden","$169,422.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-031554-CA-01","$295,808.29","28-2210-075-2560","http://www.miamidade.gov/propertysearch/#/?folio=2822100752560","1000 ISLAND BLVD 1011","AVENTURA, FL- 33160","Hidden","$239,000.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-031626-CA-01","$225,154.04","35-3022-026-0800","http://www.miamidade.gov/propertysearch/#/?folio=3530220260800","7791 NW 46 ST 210","DORAL, FL- 33166","Hidden","$180,455.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-031859-CA-01","$79,155.49","07-2215-019-0010","http://www.miamidade.gov/propertysearch/#/?folio=0722150190010","16570 NE 26 AVE 2A","NORTH MIAMI BEACH, FL- 33160","Hidden","$102,986.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-032798-CA-01","$673,815.87","30-5003-025-0170","http://www.miamidade.gov/propertysearch/#/?folio=3050030250170","8023 SW 103 ST","MIAMI, FL- 33156","Hidden","$376,587.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-033016-CA-01","$330,955.53","30-4926-010-0060","http://www.miamidade.gov/propertysearch/#/?folio=3049260100060","6700 SW 129 PL","MIAMI, FL- 33183","$330,955.53","$218,500.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-033488-CA-01","$20,490.66","28-1235-017-0030","http://www.miamidade.gov/propertysearch/#/?folio=2812350170030","20462 NE 34 CT 3","AVENTURA, FL- 33180","Hidden","$172,086.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-035700-CA-01","$47,105.84","10-7910-028-0590","http://www.miamidade.gov/propertysearch/#/?folio=1079100280590","3320 NE 13 CIRCLE DR 109-23","HOMESTEAD, FL- 33033","Hidden","$83,062.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-036874-CA-01","$301,679.85","03-4108-096-0740","http://www.miamidade.gov/propertysearch/#/?folio=0341080960740","50 MENORES AVE 715","CORAL GABLES, FL- 33134","Hidden","$241,629.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-036883-CA-01","$527,486.67","36-6003-034-3800","http://www.miamidade.gov/propertysearch/#/?folio=3660030343800","7554 SW 188 TER","MIAMI, FL- 33157","Hidden","$350,990.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-038595-CA-01","$68,521.45","05-3118-058-0010","http://www.miamidade.gov/propertysearch/#/?folio=0531180580010","413 SWALLOW DR 1","MIAMI SPRINGS, FL- 33166","Hidden","$100,547.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-039016-CA-01","$199,614.22","30-2001-028-0130","http://www.miamidade.gov/propertysearch/#/?folio=3020010280130","18845 NW 62 AVE 205","MIAMI, FL- 33015","Hidden","$100,100.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-039613-CA-01","$160,586.57","34-1136-036-0630","http://www.miamidade.gov/propertysearch/#/?folio=3411360360630","20210 NE 2 AVE V9","MIAMI GARDENS, FL- 33179","Hidden","$61,000.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-040428-CA-01","$373,529.68","30-6030-003-1560","http://www.miamidade.gov/propertysearch/#/?folio=3060300031560","25241 SW 118 AVE","MIAMI, FL- 33032","Hidden","$291,406.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-041044-CA-01","$524,506.34","02-3233-069-3220","http://www.miamidade.gov/propertysearch/#/?folio=0232330693220","1330 WEST AVE 412","MIAMI BEACH, FL- 33139","Hidden","$266,992.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-041843-CA-01","$531,352.11","06-2126-020-0200","http://www.miamidade.gov/propertysearch/#/?folio=0621260200200","995 NW 132 ST","NORTH MIAMI, FL- 33168","Hidden","$115,122.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-000736-CA-01","$397,248.46","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-002854-CA-01","$302,825.51","34-2109-004-0180","http://www.miamidade.gov/propertysearch/#/?folio=3421090040180","2750 NW 169 TER","MIAMI , FL- 33056","Hidden","$111,403.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-003361-CA-01","$4,683.08","35-3007-006-0810","http://www.miamidade.gov/propertysearch/#/?folio=3530070060810","10987 NW 87 LN","DORAL, FL- 33178","Hidden","$315,000.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"","FORECLOSURE"," 2019-005870-CA-01","$360,081.91","30-4008-006-1790","http://www.miamidade.gov/propertysearch/#/?folio=3040080061790","1030 SW 100 CT","MIAMI, FL- 33174","Hidden","$206,683.00"
"","FORECLOSURE"," 2019-006466-CA-01","$96,569.53","34-1133-018-0760","http://www.miamidade.gov/propertysearch/#/?folio=3411330180760","20109 NW 27 CIR","MIAMI GARDENS, FL- 33056","Hidden","$27,598.00"
"","FORECLOSURE"," 2019-006912-CA-01","$82,211.96","06-2228-044-0190","http://www.miamidade.gov/propertysearch/#/?folio=0622280440190","13155 IXORA CT 305","NORTH MIAMI, FL- 33181","Hidden","$48,603.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-007092-CC-23","$2,742.00","07-2210-047-0140","http://www.miamidade.gov/propertysearch/#/?folio=0722100470140","3531 NE 170 ST 305","NORTH MIAMI BEACH, FL- 33160","Hidden","$76,881.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-007232-CA-01","$552,755.48","07-2207-031-0750","http://www.miamidade.gov/propertysearch/#/?folio=0722070310750","17830 NE 6 AVE","NORTH MIAMI BEACH, FL- 33162","Hidden","$149,548.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-007291-CA-01","$240,459.24","30-5030-009-0360","http://www.miamidade.gov/propertysearch/#/?folio=3050300090360","11030 SW 165 TER","MIAMI, FL- 33157","Hidden","$181,381.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-008226-CA-01","$307,833.13","30-4904-009-0140","http://www.miamidade.gov/propertysearch/#/?folio=3049040090140","15244 SW 9 WAY","MIAMI, FL- 33194","Hidden","$232,000.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-009688-CA-01","$770,229.38","06-2124-002-1110","http://www.miamidade.gov/propertysearch/#/?folio=0621240021110","570 NW 139 TER","NORTH MIAMI, FL- 33168","Hidden","$82,756.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-010192-CA-01","$18,009.00","30-2011-071-0180","http://www.miamidade.gov/propertysearch/#/?folio=3020110710180","7373 NW 174 TER 106","MIAMI, FL- 33015","Hidden","$98,054.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2019-010239-CA-01","$296,754.66","30-6017-023-1410","http://www.miamidade.gov/propertysearch/#/?folio=3060170231410","22959 SW 105 AVE","MIAMI, FL- 33190","Hidden","$257,203.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2007-032533-CA-01","$811,365.89","02-3233-073-2100","http://www.miamidade.gov/propertysearch/#/?folio=0232330732100","1200 WEST AVE 916","MIAMI BEACH, FL- 33139","Hidden","$257,408.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2009-063075-CA-01","$241,086.53","04-3120-005-0310","http://www.miamidade.gov/propertysearch/#/?folio=0431200050310","466 SE 1 ST","HIALEAH, FL- 33010","Hidden","$124,643.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2009-083420-CA-01","$545,379.71","30-5004-007-0090","http://www.miamidade.gov/propertysearch/#/?folio=3050040070090","8900 SW 96 ST","MIAMI, FL- 33176","Hidden","$575,505.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2012-034002-CA-01","$329,783.83","30-4913-011-1210","http://www.miamidade.gov/propertysearch/#/?folio=3049130111210","3225 SW 124 CT","MIAMI, FL- 33175","Hidden","$147,117.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2013-010831-CA-01","$460,260.05","30-3055-022-0380","http://www.miamidade.gov/propertysearch/#/?folio=3030550220380","962 NW 106 AVENUE CIR","MIAMI, FL- 33172","Hidden","$257,603.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2013-034207-CA-01","$381,585.19","34-2103-023-0040","http://www.miamidade.gov/propertysearch/#/?folio=3421030230040","1753 NW 193 ST","MIAMI GARDENS, FL- 33056","Hidden","$119,286.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2014-010097-CA-01","$298,034.41","30-5909-031-1300","http://www.miamidade.gov/propertysearch/#/?folio=3059090311300","11463 SW 148 PL","MIAMI, FL- 33196","Hidden","$175,651.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2014-024770-CA-01","$804,681.96","01-4139-005-1060","http://www.miamidade.gov/propertysearch/#/?folio=0141390051060","101 SW 25 RD","MIAMI, FL- 33129","Hidden","$212,862.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2014-027219-CA-01","$490,286.09","36-6003-012-0680","http://www.miamidade.gov/propertysearch/#/?folio=3660030120680","8275 SW 196 TER","CUTLER BAY, FL- 33189","Hidden","$136,399.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2015-003898-CA-01","$430,753.81","30-2001-003-2470","http://www.miamidade.gov/propertysearch/#/?folio=3020010032470","6350 NW 200 TER","MIAMI, FL- 33015","Hidden","$199,356.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2015-013865-CA-01","$571,850.00","30-4935-001-0510","http://www.miamidade.gov/propertysearch/#/?folio=3049350010510","12910 SW 83 ST","MIAMI, FL- 33183","Hidden","$192,350.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2015-014769-CA-01","$465,179.32","30-2232-010-0190","http://www.miamidade.gov/propertysearch/#/?folio=3022320100190","1255 NE 110 TER","MIAMI, FL- 33161","Hidden","$124,045.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2015-026956-CA-01","$401,065.95","30-6935-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=3069350230090","27636 SW 132 PL","MIAMI, FL- 33032","Hidden","$54,039.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2016-008212-CA-01","$444,533.49","01-3131-032-5560","http://www.miamidade.gov/propertysearch/#/?folio=0131310325560","5077 NW 7 ST TS-14","MIAMI, FL- 33126","Hidden","$122,519.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2016-011998-CA-01","$323,574.94","01-4110-012-0120","http://www.miamidade.gov/propertysearch/#/?folio=0141100120120","1045 SW 20 AVE","MIAMI, FL- 33135","Hidden","$357,041.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2016-013129-CA-01","$298,788.13","04-3117-014-0910","http://www.miamidade.gov/propertysearch/#/?folio=0431170140910","6 NE 6 AVE","HIALEAH, FL- 33010","Hidden","$141,196.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2016-025079-CA-01","$205,086.79","34-2115-001-2860","http://www.miamidade.gov/propertysearch/#/?folio=3421150012860","16241 NW 17 CT","MIAMI GARDENS, FL- 33054","Hidden","$113,027.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2016-028441-CA-01","$378,800.00","30-7905-010-1270","http://www.miamidade.gov/propertysearch/#/?folio=3079050101270","15880 SW 283 ST","MIAMI, FL- 33033","Hidden","$335,627.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2016-030331-CA-01","$263,588.45","34-2116-006-2060","http://www.miamidade.gov/propertysearch/#/?folio=3421160062060","2930 NW 161 ST","MIAMI GARDENS, FL- 33054","Hidden","$117,377.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2017-000812-CA-01","$398,439.57","05-3118-016-0790","http://www.miamidade.gov/propertysearch/#/?folio=0531180160790","469 SWAN AVE","MIAMI SPRINGS, FL- 33166","Hidden","$305,809.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2017-002312-CA-01","$270,171.12","07-2217-008-1900","http://www.miamidade.gov/propertysearch/#/?folio=0722170081900","1341 NE 153 ST","NORTH MIAMI BEACH, FL- 33162","Hidden","$69,903.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2017-004596-CA-01","$459,654.85","36-6004-007-0160","http://www.miamidade.gov/propertysearch/#/?folio=3660040070160","8740 SW 186 ST","CUTLER BAY, FL- 33157","Hidden","$274,343.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2017-014101-CA-01","$423,913.52","30-2126-022-0440","http://www.miamidade.gov/propertysearch/#/?folio=3021260220440","1331 NW 132 TER","MIAMI, FL- 33167","Hidden","$146,469.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2017-024651-CA-01","$53,149.89","04-2026-036-0320","http://www.miamidade.gov/propertysearch/#/?folio=0420260360320","1854 W 73 PL","HIALEAH, FL- 33014","Hidden","$177,469.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2017-028001-CA-01","$579,655.43","28-2210-080-1760","http://www.miamidade.gov/propertysearch/#/?folio=2822100801760","2000 ISLAND BLVD 2207","AVENTURA, FL- 33160","Hidden","$539,000.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-006430-CA-01","$313,020.26","31-2202-046-3710","http://www.miamidade.gov/propertysearch/#/?folio=3122020463710","19380 COLLINS AVE 226","SUNNY ISLES BEACH, FL- 33160","Hidden","$125,731.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-007252-CA-01","$130,499.30","25-4006-001-0435","http://www.miamidade.gov/propertysearch/#/?folio=2540060010435","11278 SW 6 ST","SWEETWATER, FL- 33174","Hidden","$125,171.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-009192-CC-05","$15,466.41","10-7916-012-0030","http://www.miamidade.gov/propertysearch/#/?folio=1079160120030","3113 SE 2 DR","HOMESTEAD, FL- 33033","Hidden","$174,540.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-009738-CA-01","$78,497.74","30-4011-015-0570","http://www.miamidade.gov/propertysearch/#/?folio=3040110150570","7176 SW 12 ST","MIAMI, FL- 33144","Hidden","$130,468.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-009784-CA-01","$674,464.14","30-4926-002-0300","http://www.miamidade.gov/propertysearch/#/?folio=3049260020300","13410 SW 66 ST","MIAMI, FL- 33183","Hidden","$262,089.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-013659-CA-01","$201,515.19","30-3112-023-0590","http://www.miamidade.gov/propertysearch/#/?folio=3031120230590","431 NW 82 ST","MIAMI, FL- 33150","Hidden","$60,642.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-017586-CA-01","$275,380.18","30-4004-060-1240","http://www.miamidade.gov/propertysearch/#/?folio=3040040601240","9054 SW 6 ST","MIAMI, FL- 33174","Hidden","$259,092.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-019285-CC-05","$26,381.20","AIRCRAFT","http://www.miamidade.gov/propertysearch/#/?folio=AIRCRAFT",,,"Hidden",
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-022301-CA-01","$160,889.37","10-7929-014-5450","http://www.miamidade.gov/propertysearch/#/?folio=1079290145450","1660 SE 29 ST 206","HOMESTEAD, FL- 33035","Hidden","$67,969.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-027595-CA-01","$402,704.71","34-2109-011-1040","http://www.miamidade.gov/propertysearch/#/?folio=3421090111040","3510 NW 170 ST","MIAMI GARDENS, FL- 33056","Hidden","$87,311.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-029094-CA-01","$14,455.00","10-7920-013-2360","http://www.miamidade.gov/propertysearch/#/?folio=1079200132360","1481 SE 18 TER","HOMESTEAD, FL- 33035","Hidden","$110,812.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-038294-CA-01","$340,919.37","28-2203-085-0700","http://www.miamidade.gov/propertysearch/#/?folio=2822030850700","2950 NE 188 ST 116","AVENTURA, FL- 33180","Hidden","$354,832.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-038879-CA-01","$155,746.33","30-5019-015-1370","http://www.miamidade.gov/propertysearch/#/?folio=3050190151370","11406 SW 148 LN","MIAMI, FL- 33176","Hidden","$93,940.00"
